item-name	item-description	listing-id	seller-sku	price	quantity	open-date	image-url	item-is-marketplace	product-id-type	zshop-shipping-fee	item-note	item-condition	zshop-category1	zshop-browse-path	zshop-storefront-feature	asin1	asin2	asin3	will-ship-internationally	expedited-shipping	zshop-boldface	product-id	bid-for-featured-placement	add-delete	pending-quantity	fulfillment-channel
Two Minutes with the Bible [Paperback] by C. R. Stam		1027IWRNNFL	1081	4.99	1	2011-10-27 16:07:45 PDT		y	2		Book looks unused - clean pages and tight spine. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	3				1893874346			1	Domestic		1893874346			0	DEFAULT
The Halifax Explosion: Surviving the Blast that Shook a Nation (Amazing Stories)		1027IWRNOUF	1082	12.95	1	2011-10-27 16:07:47 PDT		y	2		Book looks unused - clean pages and tight spine. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				155153942X			2	Domestic		155153942X			0	DEFAULT
The Celtic Heart by Robson, Patricia Anne		1027IWRNQ1R	1083	14.95	1	2011-10-27 16:07:49 PDT		y	2		Book looks unused - clean pages and tight spine. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				0006281109			1	Domestic		0006281109			0	DEFAULT
Statistics for Business & Economics by Sweeney, Dennis (Uni		1029IXXMKCL	1084	39.95	1	2011-10-29 07:31:11 PDT		y	2		Book looks unused - clean pages and tight spine. Has slight edge wear from storage and handling. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				0324200854			1	N		0324200854			0	DEFAULT
How to Play the Hawaiian Ukulele: 10 Easy Lessons [Paperback] by Diane Witt		1029IXXMKJ9	1085	5.94	1	2011-10-29 07:31:12 PDT		y	2		Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	11				1566472989			1	Domestic		1566472989			0	DEFAULT
American Quilts: The Smithsonian Treasury [Illustrated] by Doris M. Bowman		1029IXXMKQR	1086	6.5	1	2011-10-29 07:31:15 PDT		y	2		Gently read with clean pages and tight spine. Dust jacket ha some shelf scuffing and edge wear from storage and handling. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	2				0517059525			1	Domestic		0517059525			0	DEFAULT
Blueprint for a New Japan: The Rethinking of a Nation by Ozawa, Ichiro		1029IXXMKY9	1087	12.99	1	2011-10-29 07:31:17 PDT		y	2		Gently read with clean pages and tight spine. Dust jacket has very slight shelf rub and edge wear. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed! .	1				4770018711			1	Domestic		4770018711			0	DEFAULT
The Interpersonal Communication Reader [Paperback] by DeVito, Joseph A.		1029IXXML93	1088	5.49	1	2011-10-29 07:31:19 PDT		y	2		Good reading copy with some highlighting and notes. Fast Shipping! Ships within 24 hours!! 100% Satisfaction Guaranteed!	3				0321083520			1	Domestic		0321083520			0	DEFAULT
Selling (Motivational Series) [Hardcover] by Allard, Lloyd		1029IXXMNKF	1090	9.65	1	2011-10-29 07:31:40 PDT		y	2		Book looks unused - clean pages and tight spine. Dust jacket has slight edge wear from storage and handling. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				0882898493			1	Domestic		0882898493			0	DEFAULT
What We Can Learn From the East by Bruteau, Beatrice		1029IXXMOMR	1092	15	1	2011-10-29 07:31:49 PDT		y	2		Gently read with clean pages and tight spine. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				0824514572			1	Domestic		0824514572			0	DEFAULT
The Power of Appreciative Inquiry: A Practical Guide to Positive Change		1029IXXMOTF	1093	18.11	1	2011-10-29 07:31:51 PDT		y	2		Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	11				1576752267			1	Domestic		1576752267			0	DEFAULT
Pure: A 90-Day Devotional for the Mind, the Body & the Spirit (Faithwords)		1029IXXMOZ9	1094	4.59	1	2011-10-29 07:31:53 PDT		y	2		Nice clan copy gently read. I can only find one page with highlighting.. Fast Shipping! Ships within 24 hours!! 100% Satisfaction Guaranteed!	3				0446500410			2	Domestic		0446500410			0	DEFAULT
Chocolate Passion: Recipes and Inspiration from the Kitchens of Chocolatier M...		1031IYMKMZX	1096	19.88	1	2011-10-31 13:11:31 PDT		y	2		Gently read with clean pages and tight spine. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				0471293172			1	N		0471293172			0	DEFAULT
The New Optimum Nutrition Bible [Paperback] by Holford, Patrick		1031IYMKNY3	1097	5.82	1	2011-10-31 13:11:33 PDT		y	2		Nice copy- looks barely used. Ex-Library book Gently read with clean pages and tight spine. Has the usual library labels and stamps. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	3				1580911676			1	Domestic		1580911676			0	DEFAULT
Robert Frost (Bloom's Major Poets) [Library Binding] by Bloom, Harold		1103I0MVBH9	1099	15.95	1	2011-11-03 15:38:36 PDT		y	2			1				0791051056			1	Domestic		0791051056			0	DEFAULT
What the Printer Should Know About Paper by Bureau, William H.		1103I0MVDGX	1100	39.95	1	2011-11-03 15:38:39 PDT		y	2			1				0883621754			1	Domestic		0883621754			0	DEFAULT
Brontosaurus Superstar! by McCrum, Robert; Foreman, Michael		1103I0MVEP3	1101	19.95	1	2011-11-03 15:38:42 PDT		y	2			2				0241114578			1	Domestic		0241114578			0	DEFAULT
Our Family Tree - A Keepsake Book [Hardcover] by Barbara Briggs Morrow		1103I0MVFUR	1102	5.95	1	2011-11-03 15:38:44 PDT		y	2			11				141274122X			1	Domestic		141274122x			0	DEFAULT
The Bolsheviks Volume I: Twilight of the Romanov Dynasty [Hardcover]		1103I0MVHW3	1103	29.95	1	2011-11-03 15:38:47 PDT		y	2			1				1449023274			1	N		9781449023270			0	DEFAULT
Drunks, Drugs & Debits: How to Recognize Addicts and Avoid Financial Abuse		1103I0MVJK3	1104	9.95	1	2011-11-03 15:38:51 PDT		y	2			1				0967578833			1	Domestic		0967578833			0	DEFAULT
Radical Womanhood: Feminine Faith in a Feminist World [Paperback]		1103I0MVM69	1105	4.88	1	2011-11-03 15:38:54 PDT		y	2			1				0802450849			2	Domestic		0802450849			0	DEFAULT
Alabanza A La Disciplina by Grupo Nelson		1103I0MVO2L	1106	24.95	1	2011-11-03 15:39:01 PDT		y	2			2				0881130125			2	Domestic		0881130125			0	DEFAULT
The Good Rainbow Road [Hardcover] by Ortiz, Simon J.; Lacapa, Michael		1106I1Z7T53	1107	10.89	2	2011-11-05 20:17:30 PDT		y	2			2				0816523401			1	N		0816523401			0	DEFAULT
A World of Images (Discover Art Book) [Paperback] by Chapman, Laura H.		1106I1Z7TK3	1108	9.99	1	2011-11-05 20:17:33 PDT		y	2			11				0871922304			1	N		0871922304			0	DEFAULT
Art: Images and Ideas (Discover Art Series) [Illustrated] [Hardcover]		1106I1Z7U4X	1109	18.95	1	2011-11-05 20:17:37 PDT		y	2			11				0871922312			1	N		0871922312			0	DEFAULT
The Rejection Collection Vol. 2: The Cream of the Crap [Hardcover]		1106I1Z7UVL	1110	10.33	1	2011-11-05 20:17:41 PDT		y	2			1				1416934014			1	N		1416934014			0	DEFAULT
Mobile Cellular Telecommunications: Analog and Digital Systems		1106I1Z7VW9	1112	21.95	1	2011-11-05 20:17:50 PDT		y	2			1				0070380899			1	Domestic		0070380899			0	DEFAULT
I Surrender: Submitting to Christ in the Details of Life by Morley, Patrick M.		1106I1Z7WC3	1113	29.95	1	2011-11-05 20:17:53 PDT		y	2			1				1561210099			1	Domestic		1561210099			0	DEFAULT
A Grateful Heart: Daily Blessings for the Evening Meal from Buddha to the Bea...		1106I1Z7WWX	1114	8.99	1	2011-11-05 20:17:56 PDT		y	2			11				0943233844			2	Domestic		0943233844			0	DEFAULT
CAREER PLANNING STUDENT TEXT (AGS CAREER PLANNING) [Hardcover]		1106I1Z7X9F	1115	39.95	1	2011-11-05 20:18:01 PDT		y	2			11				0785440313			1	Domestic		0785440313			0	DEFAULT
Manager as Negotiator by Lax, David A.		1106I1Z7YPX	1117	9.77	1	2011-11-05 20:18:13 PDT		y	2			1				0029187702			1	Domestic		0029187702			0	DEFAULT
The Healthy Organization: A Revolutionary Approach to People and Management		1106I1Z81FF	1118	19.95	1	2011-11-05 20:18:42 PDT		y	2			1				0749442522			1	Domestic		0749442522			0	DEFAULT
A Daughter of Isis: The Autobiography of Nawal El Saadawi by El Saadawi, Nawal		1106I1Z830X	1120	16.95	1	2011-11-05 20:18:56 PDT		y	2			1				1856496805			2	Domestic		1856496805			0	DEFAULT
The Small Book: A Revolutionary Alternative for Overcoming Alcohol and Drug D...		1106I1Z854R	1122	9.33	1	2011-11-05 20:19:33 PDT		y	2			1				0385305583			2	Domestic		0385305583			0	DEFAULT
Student Workbook to accompany Financial Accounting, 3rd Edition; Donald E. Kieso		1106I1Z85ER	1123	58.85	1	2011-11-05 20:19:37 PDT		y	2			11				0471229946			2	Domestic		0471229946			0	DEFAULT
Surprises:  15 Great Stories with Surprise Endings with Exercises for Compreh...		1106I1Z896L	1125	9.99	1	2011-11-05 20:20:18 PDT		y	2			1				0890616752			2	Domestic		0890616752			0	DEFAULT
Mastiff: A Comprehensive Guide to Owning and Caring for Your Dog (Comprehensi...		1106I1Z7T6R	1127	8.66	1	2011-11-05 20:17:30 PDT		y	2			1				159378337X			2	Domestic		159378337x			0	DEFAULT
Detras de la Mascara, Lo que vi,A la Caza Leon [Abridged] [Hardcover]		1106I1Z7TML	1128	9.88	1	2011-11-05 20:17:34 PDT		y	2			11				0965034097			2	Domestic		0965034097			0	DEFAULT
Success Is Just One Wish Away by Spoelstra, Jon		1106I1Z7U2F	1129	39.95	1	2011-11-05 20:17:37 PDT		y	2			11				1891686151			2	Domestic		1891686151			0	DEFAULT
The Seems the Glitch in Sleep [Paperback] by John and Wexler, Michael Hulme		1106I1Z7UCF	1130	4.95	1	2011-11-05 20:17:39 PDT		y	2			2				0545156327			2	Domestic		0545156327			0	DEFAULT
Artful Italy: The Hidden Treasures (Invisible Cities Travel Guide S.)		1106I1Z7VER	1131	27.66	1	2011-11-05 20:17:42 PDT		y	2			1				193122904X			2	Domestic		193122904x			0	DEFAULT
Contingency, Hegemony, Universality: Contemporary Dialogues on the Left		1106I1Z7VYR	1132	8.88	1	2011-11-05 20:17:50 PDT		y	2			1				185984278X			2	Domestic		185984278x			0	DEFAULT
Gates of Freedom - A Passover Haggadah [Paperback] by Chaim Stern; Andrea Meyer		1106I1Z7XL3	1134	4.99	1	2011-11-05 20:18:05 PDT		y	2			2				0874416620			2	Domestic		0874416620			0	DEFAULT
Learning With Interactive Multimedia: Developing and Using Multimedia Tools i...		1106I1Z80N3	1135	5.99	1	2011-11-05 20:18:36 PDT		y	2			2				1556152825			2	Domestic		1556152825			0	DEFAULT
Firekeeper (Trade) by Rogers, Pattiann		1106I1Z8123	1136	4.99	1	2011-11-05 20:18:39 PDT		y	2			2				1571314008			2	Domestic		1571314008			0	DEFAULT
Literary Criticism: An Introduction to Theory and Practice		1106I1Z83LR	1137	5.99	1	2011-11-05 20:18:46 PDT		y	2			2				0130333972			2	Domestic		0130333972			0	DEFAULT
Lifefit: An Effective Exercise Program for Optimal Health and a Longer Life		1106I1Z83XF	1138	7.99	1	2011-11-05 20:19:15 PDT		y	2			11				0873224299			2	Domestic		0873224299			0	DEFAULT
Taking Sides: Clashing Views on Controversial Economic Issues; Bonello, Frank J		1106I1Z847F	1139	5.66	1	2011-11-05 20:19:20 PDT		y	2			1				0072845139			2	Domestic		0072845139			0	DEFAULT
Haruko's World: A Japanese Farm Woman and Her Community [Paperback]		1106I1Z84GL	1140	11.88	1	2011-11-05 20:19:23 PDT		y	2			1				0804712875			2	Domestic		0804712875			0	DEFAULT
Cacti of the Desert Southwest [Paperback] by QUINN, MEG		1106I1Z84RF	1141	5.25	1	2011-11-05 20:19:28 PDT		y	2			2				1887896287			2	Domestic		1887896287			0	DEFAULT
Ain't I a Woman: Black Women and Feminism [Paperback] by Bell Hooks		1106I1Z8579	1142	12.88	1	2011-11-05 20:19:32 PDT		y	2			2				089608129X			2	Domestic		089608129x			0	DEFAULT
The Holocaust Industry: Reflections on the Exploitation of Jewish Suffering		1106I1Z85FL	1143	9.44	1	2011-11-05 20:19:38 PDT		y	2			1				1859843239			2	Domestic		1859843239			0	DEFAULT
Steinbach GMBH Nutcrackers Part IV 2004 (4th Collector's Guide) (United Artis...		1106I1Z85M9	1144	19.95	1	2011-11-05 20:19:41 PDT		y	1			11				B001760ANS			2	Domestic		B001760ANS			0	DEFAULT
In the Absence of the Sacred: The Failure of Technology and the Survival of t...		1106I24BZML	1145	16.95	1	2011-11-06 05:39:33 PST		y	2			1				0871567393			1	Domestic		0871567393			0	DEFAULT
Control Systems for Live Entertainment by Huntington, John		1106I24C089	1146	28.79	1	2011-11-06 05:39:36 PST		y	2			3				0240801776			1	Domestic		0240801776			0	DEFAULT
Food Lover's Guide to France by Wells, Patricia		1106I24C0OX	1147	4.99	1	2011-11-06 05:39:39 PST		y	2			2				0894803069			1	Domestic		0894803069			0	DEFAULT
Fiction: An Introduction by DiYanni,Robert		1106I24C0X9	1148	8.88	1	2011-11-06 05:39:42 PST		y	2			1				0072295090			1	Domestic		0072295090			0	DEFAULT
Kansas Prairie Wildflowers by Owensby, Clenton		1106I24C183	1149	11.99	1	2011-11-06 05:39:45 PST		y	2			2				0813808502			1	Domestic		0813808502			0	DEFAULT
Flat Rock Journal: A Day in the Ozark Mountains by Carey, Ken		0418IULVHI3	115	35.69	1	2011-04-18 13:46:42 PDT		y	2		100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				0062510061			1	Domestic		0062510061			0	DEFAULT
Glass Fusing Book One [Ring-bound] by Daniel Schwoerer		1107I2UQJWL	1150	15	1	2011-11-07 10:56:23 PST		y	2			2				0961228202			2	Domestic		0961228202			0	DEFAULT
The Stories We Live by: Personal Myths and the Making of the Self		1107I2UQMZF	1151	11.88	1	2011-11-07 10:56:28 PST		y	2			1				0688108660			1	Domestic		0688108660			0	DEFAULT
Bioenergetics: The Revolutionary Therapy That Uses the Language of the Body t...		1107I2UQRV9	1153	5.25	1	2011-11-07 10:56:34 PST		y	2			2				0140194711			2	Domestic		0140194711			0	DEFAULT
55 Famous Quilts from the Shelburne Museum in Full Color by Oliver, Celia		1107I3129EL	1154	9.88	1	2011-11-07 15:40:59 PST		y	2			2				0486264742			1	Domestic		0486264742			0	DEFAULT
Microeconomics: A Contemporary Introduction (with InfoTrac®)		1107I312BZX	1155	4.95	1	2011-11-07 15:41:02 PST		y	2			2				0324288662			1	Domestic		0324288662			0	DEFAULT
The Best Christmas Decorations in Chicagoland [Paperback] by Edsey, Mary		1107I312DN3	1156	19.88	1	2011-11-07 15:41:07 PST		y	2			1				0964279924			1	Domestic		0964279924			0	DEFAULT
The Big Book of Team Building Games: Trust-Building Activities, Team Spirit E...		1107I312IX3	1157	4.99	1	2011-11-07 15:41:12 PST		y	2			1				0070465134			1	Domestic		0070465134			0	DEFAULT
Gourmet Cooking for Dummies [Illustrated] [Paperback] by Trotter, Charlie		1107I312NLF	1158	10.25	1	2011-11-07 15:41:22 PST		y	2			2				0764550292			1	Domestic		0764550292			0	DEFAULT
Ecumenical Jihad: Ecumenism and the Culture War [Paperback] by Kreeft, Peter		0418IULVIR3	117	4.99	1	2011-04-18 13:46:48 PDT		y	2		Ther is some unobtrusive underlining; Crease in cover. Corner bumps and slight curling. Fast Shipping! 100% Satisfaction Guaranteed!	4				0898705797			1	Domestic		0898705797			0	DEFAULT
Thermal Printer Cleaning Cards Lot of 12 [Electronics]	·Designed and formulated to safely remove all dirt, ink, tape, residue, adhesive and other    contaminants from thermal print heads, paper guides and paper path ·Improves print quality and legibility ·Protects your equipment - increases printer life, reliability and performance ·Safe, easy and effective ·Works on all thermal printers ·Approved and recommended for use by major equipment manufacturers ·Recommended usage: Use thermal printer cleaning card before inserting every roll of paper stock ·Size: 2? x 6" This card is 99.9% IPA based in order to clean the printer head.	0604IL3D47L	12 29-0005	9.95	10	2011-06-04 16:00:40 PDT		y	1		Fast Shipping!  Ships within 24 hours!  100% Satisfaction Guaranteed!	11				B0054EF0O8			1	Domestic		B0054EF0O8			0	DEFAULT
12 Cork Foosballs [Misc.]		0818I0RFRZX	12CorkFoosBalls	12.99	3	2011-08-17 19:38:09 PDT		y	1		Fast Shipping!  Ships within 24 hours First Class!  100% Satisfaction Guaranteed!	11				B003S8ZBH8			1	Domestic		B003S8ZBH8			0	DEFAULT
12 new brass Soft Tip bar darts with 50 extra tips [Misc.]		0922I76HLFF	12DartsPlusTips	14.49	5	2011-09-22 06:53:27 PDT		y	1		Fast Shipping!  Ships within 24 hours First Class!  100% Satisfaction Guaranteed!	11				B002KBP7IM			1	Domestic		B002KBP7IM			0	DEFAULT
12 Red Engraved Soccer Style Foosballs [Misc.]	Red engraved soccer-style foosballs.  High quality solid ball.  For most home and coin-operated foosball tables including Dynamo, Tornado and Shelti.  36mm (1.4") diameter.	0915I0TLV9L	12RedFoosballs	11.99		2011-09-15 13:52:34 PDT		y	1			11				B005NC4N58			1	N		B005NC4N58				AMAZON_NA
12 Yellow Smooth Foosballs [Misc.]	12 Brand NEW yellow smooth foosballs.  High quality solid foosballs - not hollow. Will work in most home and coin-operated tables. Diameter: 1.37" (35mm).   Fast Shipping - ships within 24 hours.  100% satisfaction guaranteed!	1008IJ03EG9	12YellowFoosballs	11.99		2011-10-07 21:30:09 PDT		y	1			11				B005TOOKLW			1	N		B005TOOKLW				AMAZON_NA
Computer Literacy BASICS: A Comprehensive Guide to IC3 by CEP Inc.; Ambrose, Ann		0307I922NNL	13-F0HL-GAAS	15	1	2011-03-07 13:27:18 PST		y	1		Fast Shipping!  100% Satisfaction Guaranteed!	11				0619243821			1	Domestic,Next,Second		0619243821			0	DEFAULT
The Utes (True Books: American Indians) by Flanagan, Alice K.; January, Brendan		0422IWSR7W9	133	23.8	1	2011-04-22 13:52:30 PDT		y	2		Gently read; Clean pages; Very slight corner curl. Fast Shipping! 100% Satisfaction Guaranteed!	2				0516263862			2	Domestic		0516263862			0	DEFAULT
The Artist, the Philosopher, and the Warrior: The Intersecting Lives of Da Vi...		0422IWSRAF3	136	4.99	1	2011-04-22 13:52:38 PDT		y	2		 "First Edition" on copyright page. Book looks new 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	1				0553807528			1	Domestic		9780553807523			0	DEFAULT
